design_id,competition_id,polarity,statement_index,tag,statement
K3,K,positive,6,landscape,The hedges and tree structure are largely preserved and well integrated.
K3,K,positive,6,sustainability,The hedges and tree structure are largely preserved and well integrated.
K3,K,positive,7,open space,"The design creates attractive, well-proportioned, functioning rooms with living-space quality."
K3,K,positive,7,landscape,"The design creates attractive, well-proportioned, functioning rooms with living-space quality."
K3,K,positive,7,proportion,"The design creates attractive, well-proportioned, functioning rooms with living-space quality."
K3,K,positive,8,landscape,The landscape contribution is valuable because of its exciting spatial sequence and natural potential.
K3,K,positive,8,open space,The landscape contribution is valuable because of its exciting spatial sequence and natural potential.
K3,K,positive,8,identity,The landscape contribution is valuable because of its exciting spatial sequence and natural potential.
K3,K,positive,9,layout,The project translates the spatial program into clearly structured functional units.
K3,K,positive,9,functionality,The project translates the spatial program into clearly structured functional units.
K3,K,negative,1,circulation,The pedestrian connection between the school complexes is made more difficult by the delivery arrangement.
K3,K,negative,1,urban integration,The pedestrian connection between the school complexes is made more difficult by the delivery arrangement.
K3,K,negative,2,massing,The minimal volumetricity comes at the expense of interior quality in several places.
K3,K,negative,2,layout,The minimal volumetricity comes at the expense of interior quality in several places.
K3,K,negative,2,functionality,The minimal volumetricity comes at the expense of interior quality in several places.
K3,K,negative,3,circulation,Some corridors are spatially cramped and lack adequate spatial reference.
K3,K,negative,3,proportion,Some corridors are spatially cramped and lack adequate spatial reference.
K3,K,negative,3,visibility,Some corridors are spatially cramped and lack adequate spatial reference.
K3,K,negative,4,circulation,The connecting hall is mostly access area and lacks the quality required as a spatial center.
K3,K,negative,4,layout,The connecting hall is mostly access area and lacks the quality required as a spatial center.
K3,K,negative,4,identity,The connecting hall is mostly access area and lacks the quality required as a spatial center.
K3,K,negative,5,sustainability,The low storage mass and increased zenithal light are critical for summer heat protection.
K3,K,negative,5,daylight,The low storage mass and increased zenithal light are critical for summer heat protection.
K3,K,negative,6,functionality,The dimensions of the control centers and distribution of building-technology installations remain unresolved.
K3,K,negative,6,structure,The dimensions of the control centers and distribution of building-technology installations remain unresolved.
K3,K,negative,7,open space,"The reduced traffic areas leave insufficient open space, while the center appears somewhat barren."
K3,K,negative,7,circulation,"The reduced traffic areas leave insufficient open space, while the center appears somewhat barren."
K3,K,negative,7,expression,"The reduced traffic areas leave insufficient open space, while the center appears somewhat barren."
K3,K,negative,8,massing,The structure's breakdown into individual buildings is less convincing.
K3,K,negative,8,identity,The structure's breakdown into individual buildings is less convincing.
K3,K,negative,8,urban integration,The structure's breakdown into individual buildings is less convincing.
K4,K,positive,1,massing,"The compact footprint combines ecological measures with play, learning, and nature-experience requirements."
K4,K,positive,1,landscape,"The compact footprint combines ecological measures with play, learning, and nature-experience requirements."
K4,K,positive,1,sustainability,"The compact footprint combines ecological measures with play, learning, and nature-experience requirements."
K4,K,positive,2,circulation,Access routes are well separated for neighbourhood and school users.
K4,K,positive,2,operation,Access routes are well separated for neighbourhood and school users.
K4,K,positive,2,safety,Access routes are well separated for neighbourhood and school users.
K4,K,positive,3,urban integration,The facility is well connected to the existing school buildings.
K4,K,positive,3,circulation,The facility is well connected to the existing school buildings.
K4,K,positive,4,visibility,The transparent center creates attractive visual connections between the dining area and outdoor spaces.
K4,K,positive,4,layout,The transparent center creates attractive visual connections between the dining area and outdoor spaces.
K4,K,positive,4,open space,The transparent center creates attractive visual connections between the dining area and outdoor spaces.
K4,K,positive,5,circulation,The internal access areas are based on a high spatial standard.
K4,K,positive,5,proportion,The internal access areas are based on a high spatial standard.
K4,K,positive,6,structure,The structural design allows flexibility for later changes along the facade.
K4,K,positive,6,flexibility,The structural design allows flexibility for later changes along the facade.
K4,K,positive,7,ventilation,The building achieves pleasant indoor climate and atmospheric quality through its architectural formulation.
K4,K,positive,7,expression,The building achieves pleasant indoor climate and atmospheric quality through its architectural formulation.
K4,K,positive,8,layout,The project has great spatial qualities and an attractive outdoor space.
K4,K,positive,8,open space,The project has great spatial qualities and an attractive outdoor space.
K4,K,positive,8,landscape,The project has great spatial qualities and an attractive outdoor space.
K4,K,negative,1,urban integration,The exact positioning creates uncertainty because it follows neither the existing school alignment nor the adjacent streets.
K4,K,negative,1,massing,The exact positioning creates uncertainty because it follows neither the existing school alignment nor the adjacent streets.
K4,K,negative,2,privacy,The entrance pre-zones are too exposed and should be more clearly separated from the surroundings.
K4,K,negative,2,accessibility,The entrance pre-zones are too exposed and should be more clearly separated from the surroundings.
K4,K,negative,2,open space,The entrance pre-zones are too exposed and should be more clearly separated from the surroundings.
K4,K,negative,3,circulation,"Some access areas are too small, and natural lighting in the central ground-floor zones is insufficient."
K4,K,negative,3,proportion,"Some access areas are too small, and natural lighting in the central ground-floor zones is insufficient."
K4,K,negative,3,daylight,"Some access areas are too small, and natural lighting in the central ground-floor zones is insufficient."
K4,K,negative,4,operation,Autonomous access to the gymnasium outside school hours can only be ensured with great effort.
K4,K,negative,4,circulation,Autonomous access to the gymnasium outside school hours can only be ensured with great effort.
K4,K,negative,5,functionality,"It remains questionable whether the proposed architectural solutions meet functional, technical, and economic requirements."
K4,K,negative,5,structure,"It remains questionable whether the proposed architectural solutions meet functional, technical, and economic requirements."
K4,K,negative,5,cost,"It remains questionable whether the proposed architectural solutions meet functional, technical, and economic requirements."
